gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-48444-1.3,NA,-0.4085992940924307,1.3730979102439598,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48444-1.5,NA,-0.4085992940924307,3.2299949874150258,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48462-1.1,NA,-0.4085992940924307,7.411104553472851,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48605-1.2,NA,-0.4085992940924307,4.390210129868832,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48631-1.1,NA,-0.4085992940924307,3.366205852300984,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48631-1.12,NA,-0.4085992940924307,0.19264443576809837,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48631-1.13,NA,-0.4085992940924307,3.3562467183399534,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48631-1.15,NA,-0.4085992940924307,0.6771932562363111,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48644-1.1,NA,-0.4085992940924307,6.87342678831076,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48645-1.1,NA,-0.4085992940924307,7.215346868734413,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48784-1.1,NA,-0.4085992940924307,5.7276124285585475,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48787-1.1,NA,-0.4085992940924307,5.671631788232319,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48802-1.4,NA,-0.4085992940924307,4.406040099291892,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48947-1.1,NA,-0.4085992940924307,0.6622232892725198,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48947-1.2,NA,-0.4085992940924307,0.8944849345943008,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48947-1.3,NA,-0.4085992940924307,6.53609170008204,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48947-1.5,NA,-0.4085992940924307,5.057672650888539,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49067-1.1,NA,-0.4085992940924307,5.8960373696579405,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49072-1.1,NA,-0.4085992940924307,3.9489513082673184,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49086-1.3,NA,-0.4085992940924307,4.203940946656437,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49088-1.2,NA,-0.4085992940924307,3.509111330264418,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49104-1.1,NA,-0.4085992940924307,0.46068983847324974,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49115-1.1,NA,-0.4085992940924307,3.9509755032017297,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49126-1.1,NA,-0.4085992940924307,2.506755893673053,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49313-1.1,NA,-0.4085992940924307,1.1549672493837206,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49361-1.1,NA,-0.4085992940924307,4.260601500554061,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49366-1.1,NA,-0.4085992940924307,0.20354550271450628,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49366-1.2,NA,-0.4085992940924307,4.800406254246226,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49366-1.3,NA,-0.4085992940924307,0.3376157852739951,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49366-1.4,NA,-0.4085992940924307,5.6391308930906066,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49366-1.5,NA,-0.4085992940924307,5.545099726679528,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49370-1.1,NA,-0.4085992940924307,5.491145422859309,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49382-1.1,NA,-0.4085992940924307,0.6874059382277258,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49385-1.1,NA,-0.4085992940924307,0.7280496287550885,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49391-1.1,NA,-0.4085992940924307,0.31577497792114206,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49406-1.1,NA,-0.4085992940924307,0.32910279745951815,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49406-1.4,NA,-0.4085992940924307,5.570590373357663,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49406-1.6,NA,-0.4085992940924307,0.032988025250445634,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49406-1.7,NA,-0.4085992940924307,2.8862848207677865,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49487-1.2,NA,-0.4085992940924307,2.3681276765060124,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49487-1.3,NA,-0.4085992940924307,0.6905050866111133,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49487-1.4,NA,-0.4085992940924307,0.31456398917224665,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49494-1.2,NA,-0.4085992940924307,0.030801768952243118,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49501-1.1,NA,-0.4085992940924307,3.646983897124239,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49501-1.2,NA,-0.4085992940924307,4.39086050590507,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49501-1.5,NA,-0.4085992940924307,0.19196552142806533,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49505-1.1,NA,-0.4085992940924307,1.5543283276120592,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49546-1.2,NA,-0.4085992940924307,4.486806084214111,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49546-1.3,NA,-0.4085992940924307,4.105559825738901,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49551-1.2,NA,-0.4085992940924307,4.272689604803756,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49555-1.1,NA,-0.4085992940924307,0.36651983081016964,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49568-1.1,NA,-0.4085992940924307,0.5935387379414608,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49568-1.2,NA,-0.4085992940924307,1.311327260525807,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49687-1.2,NA,-0.4085992940924307,0.14796913408623927,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49687-1.3,NA,-0.4085992940924307,3.3492129666769155,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49687-1.4,NA,-0.4085992940924307,0.47680983707909325,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49687-1.5,NA,-0.4085992940924307,3.5200955673669916,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49704-1.3,NA,-0.4085992940924307,3.6553479580074364,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49704-1.4,NA,-0.4085992940924307,4.028682106058948,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49704-1.5,NA,-0.4085992940924307,4.420657084881758,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49714-1.1,NA,-0.4085992940924307,1.7809272782746688,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49720-1.1,NA,-0.4085992940924307,0.394238062943326,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49728-1.1,NA,-0.4085992940924307,0.5670741068028095,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49731-1.2,NA,-0.4085992940924307,3.898209640742826,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49745-1.1,NA,-0.4085992940924307,4.317356119170768,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49745-1.2,NA,-0.4085992940924307,0.1987058851218173,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49745-1.3,NA,-0.4085992940924307,1.0002059472471683,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49745-1.6,NA,-0.4085992940924307,0.5647037208622956,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49755-1.1,NA,-0.4085992940924307,0.8757286365693291,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49777-1.1,NA,-0.4085992940924307,0.38042171214924114,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49786-1.1,NA,-0.4085992940924307,6.183592055629136,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49807-1.2,NA,-0.27010343681428156,10.869989063621022,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49807-1.4,NA,-0.4085992940924307,0.18254790471511248,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49810-1.1,NA,-0.4085992940924307,0.033284259317680503,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49817-1.1,NA,-0.4085992940924307,2.6643137050890915,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49863-1.1,NA,-0.4085992940924307,2.8943177805448888,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49920-1.1,NA,-0.4085992940924307,4.69390853803705,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-49920-1.2,NA,-0.4085992940924307,2.8312621292911406,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50002-1.1,NA,-0.4085992940924307,0.2231472246057452,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50004-1.1,NA,-0.4085992940924307,3.6101688634965114,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50008-1.2,NA,-0.4085992940924307,0.2055788783848676,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50010-1.1,NA,-0.4085992940924307,1.081239147171378,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50010-1.3,NA,-0.4085992940924307,2.5067851903919824,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50107-1.4,NA,-0.4085992940924307,0.23776958123878433,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50121-1.2,NA,-0.4085992940924307,4.267037123846011,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50128-1.2,NA,-0.4085992940924307,0.14677844164371684,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50128-1.7,NA,-0.4085992940924307,2.7806677844278904,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50209-1.1,NA,-0.4085992940924307,2.462966768404861,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50243-1.1,NA,-0.4085992940924307,4.369811430931999,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50266-1.1,NA,-0.4085992940924307,0.17478373581721593,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50299-1.1,NA,-0.4085992940924307,4.380338188909691,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.10,NA,-0.4085992940924307,4.668526146141212,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.3,NA,-0.4085992940924307,3.21589400251821,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.4,NA,-0.4085992940924307,3.8294846781236735,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.6,NA,-0.4085992940924307,4.184858295006419,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.8,NA,-0.05343898239674655,10.032075469572812,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50402-1.9,NA,-0.4085992940924307,0.26731973398930414,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50464-1.1,NA,-0.4085992940924307,1.0789489007653006,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50478-1.2,NA,-0.4085992940924307,1.445521584253514,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50478-1.4,NA,-0.4085992940924307,1.4205698110996183,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50478-1.5,NA,-0.4085992940924307,3.5400823429743338,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50478-1.6,NA,-0.4085992940924307,0.27739689974779097,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50514-1.1,NA,-0.4085992940924307,7.075083736493706,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50572-1.1,NA,-0.4085992940924307,0.09419420827166583,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50676-1.1,NA,-0.4085992940924307,4.393209312619197,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50676-1.3,NA,-0.4085992940924307,0.9050634546883884,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50676-1.4,NA,-0.4085992940924307,4.8427273354127855,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50678-1.2,NA,-0.4085992940924307,3.4556100987006144,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50678-1.4,NA,-0.4085992940924307,3.8662059992687716,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50687-1.1,NA,-0.4085992940924307,1.2619594403341017,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50687-1.2,NA,-0.4085992940924307,3.714682451821862,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50692-1.1,NA,-0.4085992940924307,2.586370630280333,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50696-1.1,NA,-0.4085992940924307,2.391083393146821,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50696-1.2,NA,-0.4085992940924307,2.868680633994243,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50701-1.1,NA,-0.4085992940924307,4.008668038943175,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50706-1.6,NA,-0.4085992940924307,4.821406730499744,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50706-1.7,NA,-0.4085992940924307,0.7143365371462896,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50710-1.1,NA,-0.4085992940924307,2.6541539835399286,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50715-1.1,NA,-0.4085992940924307,3.0696137113641577,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50719-1.1,NA,-0.4085992940924307,2.610163820011319,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50719-1.2,NA,-0.4085992940924307,3.189007871684078,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50719-1.3,NA,-0.28419508238927127,4.75526210526111,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50719-1.4,NA,-0.4085992940924307,0.6557396282483354,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50842-1.6,NA,-0.4085992940924307,3.2689282130479995,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50870-1.1,NA,-0.4085992940924307,0.2910497789711403,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50956-1.1,NA,-0.4085992940924307,0.46989354579109416,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50960-1.1,NA,-0.4085992940924307,5.88345953714512,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50967-1.2,NA,-0.4085992940924307,3.4347860865141855,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50967-1.3,NA,-0.4085992940924307,4.916967920059176,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50976-1.6,NA,-0.4085992940924307,1.9336492619656744,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50976-1.7,NA,-0.4085992940924307,0.924102517598449,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-50981-1.2,NA,-0.4085992940924307,3.599281527755088,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51028-1.1,NA,-0.4085992940924307,3.57195240639865,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51032-1.4,NA,-0.4085992940924307,0.5628764819636536,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51138-1.3,NA,-0.4085992940924307,4.371718468825143,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51138-1.4,NA,-0.4085992940924307,3.2364573943964623,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51142-1.1,NA,-0.4085992940924307,1.9674902849906122,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51148-1.1,NA,-0.4085992940924307,7.055679171768663,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51148-1.2,NA,-0.4085992940924307,6.089445336114784,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51155-1.1,NA,-0.4085992940924307,0.0986888212331256,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51159-1.1,NA,-0.4085992940924307,1.4574236964369665,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51159-1.2,NA,-0.4085992940924307,1.011891519241664,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51165-1.1,NA,-0.4085992940924307,5.82921846979004,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51184-1.1,NA,-0.4085992940924307,5.766481377071558,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51184-1.2,NA,-0.4085992940924307,0.18371715916065978,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51184-1.3,NA,-0.4085992940924307,0.2642408998716455,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51215-1.1,NA,-0.4085992940924307,3.3247565134899015,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51215-1.2,NA,-0.4085992940924307,6.760260219543947,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51239-1.1,NA,-0.4085992940924307,2.97431927883837,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51239-1.2,NA,-0.4085992940924307,0.02224542137246696,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-5127-1.1,NA,-0.4085992940924307,2.0668141130973563,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-5128-1.2,NA,-0.4085992940924307,0.08585629284832953,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51280-1.1,NA,-0.4085992940924307,4.507844948726972,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51296-1.1,NA,-0.4085992940924307,2.13920274289761,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51296-1.2,NA,-0.4085992940924307,5.175845504929311,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51403-1.2,NA,-0.4085992940924307,0.15705445560235684,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51462-1.1,NA,-0.4085992940924307,0.06955969947108571,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51511-1.1,NA,-0.4085992940924307,5.47380136009128,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51511-1.2,NA,-0.4085992940924307,2.4822435367176108,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51511-1.3,NA,-0.4085992940924307,0.6158716751354771,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51518-1.1,NA,-0.4085992940924307,0.8056669984534088,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51518-1.2,NA,-0.4085992940924307,4.540454642803147,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51518-1.3,NA,-0.4085992940924307,3.2250322003802347,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51518-1.4,NA,-0.4085992940924307,0.31180134123831527,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51518-1.8,NA,-0.4085992940924307,7.078366353026915,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51521-1.1,NA,-0.4085992940924307,4.750412504655038,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51521-1.2,NA,-0.4085992940924307,5.037788407547109,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51523-1.1,NA,-0.4085992940924307,2.73438647316857,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51529-1.1,NA,-0.4085992940924307,2.3391581599429965,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51533-1.1,NA,-0.4085992940924307,3.1073218494610226,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51533-1.4,NA,-0.4085992940924307,2.450584188822687,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51541-1.1,NA,-0.4085992940924307,0.7190601870758625,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51583-1.1,NA,-0.4085992940924307,6.640932065317287,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51641-1.1,NA,-0.4085992940924307,0.10876571544864491,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51647-1.1,NA,-0.4085992940924307,2.184022761236594,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51688-1.1,NA,-0.4085992940924307,1.0260402472348455,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51688-1.2,NA,-0.4085992940924307,1.9388225072518424,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-51986-1.1,NA,-0.4085992940924307,3.104052059572951,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52039-1.2,NA,-0.4085992940924307,3.5747337593737383,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52039-1.3,NA,-0.4085992940924307,3.0357485328644835,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52043-1.3,NA,-0.4085992940924307,0.43665677514796775,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52043-1.5,NA,-0.4085992940924307,0.453693616310756,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52043-1.6,NA,-0.4085992940924307,4.199669230586621,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52069-1.1,NA,-0.4085992940924307,1.5022461494881871,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52184-1.2,NA,-0.4085992940924307,0.6441090408634961,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52184-1.3,NA,-0.4085992940924307,3.6839361875737033,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52184-1.4,NA,-0.4085992940924307,0.5369902333419002,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-52339-1.1,NA,-0.4085992940924307,0.9820774367551123,NA,NA,sometimes
