gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-44804-1.3,NA,-0.4085992940924307,5.161397703752311,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44804-1.4,NA,-0.4085992940924307,2.3416097146728907,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44841-1.1,NA,-0.4085992940924307,3.420404226930534,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44869-1.1,NA,-0.4085992940924307,0.9419347697756354,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44933-1.1,NA,-0.4085992940924307,4.325316716766106,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44939-1.1,NA,-0.4085992940924307,3.5650525641038207,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44945-1.1,NA,-0.4085992940924307,4.316417180880345,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44945-1.2,NA,-0.4085992940924307,4.209412337658095,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44945-1.5,NA,-0.4085992940924307,2.2049639924746196,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44945-1.6,NA,-0.4085992940924307,0.4360389244071809,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44964-1.1,NA,-0.4085992940924307,4.3457603993816925,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44964-1.2,NA,-0.4085992940924307,0.862109488387415,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-44964-1.3,NA,-0.4085992940924307,6.6553952398023535,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45006-1.1,NA,-0.4085992940924307,0.042811961608006724,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45006-1.4,NA,-0.4085992940924307,4.524907240765433,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45006-1.5,NA,-0.4085992940924307,5.007971842551016,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45006-1.6,NA,-0.4085992940924307,2.8503133732413475,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45006-1.9,NA,-0.4085992940924307,3.4915059055695044,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45079-1.1,NA,-0.4085992940924307,2.3124058760197057,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45083-1.1,NA,-0.4085992940924307,0.800937126883343,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45089-1.2,NA,-0.4085992940924307,1.0011051194545733,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45095-1.3,NA,-0.4085992940924307,3.446579734974798,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45105-1.1,NA,-0.4085992940924307,0.39577364330555165,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45105-1.5,NA,-0.4085992940924307,3.580216760721467,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45107-1.1,NA,-0.4085992940924307,0.24920790384783872,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45107-1.2,NA,-0.4085992940924307,6.681825358679342,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45107-1.3,NA,-0.4085992940924307,2.568669191497697,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45107-1.6,NA,-0.4085992940924307,0.8074039538910056,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45140-1.6,NA,-0.4085992940924307,9.022808937909344,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45141-1.1,NA,-0.4085992940924307,4.9636383633021595,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45197-1.1,NA,-0.4085992940924307,0.2924106470556062,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45198-1.2,NA,-0.4085992940924307,6.253550863161468,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45198-1.3,NA,-0.4085992940924307,6.57855048148008,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45198-1.6,NA,-0.4085992940924307,0.04487293857315865,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45304-1.1,NA,-0.4085992940924307,0.765415454173154,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45304-1.2,NA,-0.4085992940924307,1.5940342576162359,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45380-1.1,NA,-0.4085992940924307,0.15773471849552864,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45402-1.2,NA,-0.4085992940924307,3.226369470979247,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45416-1.1,NA,-0.4085992940924307,0.5895841647274128,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45416-1.2,NA,-0.4085992940924307,1.6890464942903227,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45416-1.4,NA,-0.4085992940924307,3.783109690587593,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45421-1.1,NA,-0.4085992940924307,1.01681202664284,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45421-1.2,NA,-0.4085992940924307,2.9022341632383135,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45439-1.1,NA,-0.4085992940924307,0.7522674915013242,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45461-1.1,NA,-0.4085992940924307,3.720272049590977,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45472-1.1,NA,-0.4085992940924307,5.037410969539196,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45472-1.2,NA,-0.4085992940924307,2.482087926593311,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45472-1.3,NA,-0.4085992940924307,4.982793272177244,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45472-1.4,NA,-0.4085992940924307,2.2324173736716353,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45472-1.5,NA,-0.4085992940924307,3.7065345456116274,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45484-1.1,NA,-0.4085992940924307,0.5874427258414733,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4550-1.1,NA,-0.4085992940924307,0.28852982605021305,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45517-1.1,NA,-0.4085992940924307,1.2501426527459212,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4563-1.1,NA,-0.4085992940924307,0.3297072817733825,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4563-1.2,NA,-0.4085992940924307,5.526461118177444,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4563-1.3,NA,-0.4085992940924307,7.096048833171812,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45706-1.3,NA,-0.4085992940924307,3.6357843032298893,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45786-1.1,NA,-0.4085992940924307,0.2289763416219861,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45786-1.3,NA,-0.4085992940924307,2.457235188045601,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45787-1.1,NA,-0.4085992940924307,3.8925493595203116,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45787-1.4,NA,-0.4085992940924307,2.99366788645683,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45787-1.5,NA,-0.4085992940924307,0.8818894818807207,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45787-1.6,NA,-0.4085992940924307,0.6679228516288616,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.1,NA,-0.4085992940924307,3.6692348732988633,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.2,NA,-0.4085992940924307,0.13176639229421977,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.3,NA,-0.4085992940924307,6.284732039219343,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.4,NA,-0.4085992940924307,5.503101939279826,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.5,NA,-0.4085992940924307,2.7704206750060045,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.6,NA,-0.4085992940924307,4.4316176517843555,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45828-1.7,NA,-0.4085992940924307,0.5175013801966474,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45832-1.1,NA,-0.4085992940924307,1.0923158301324143,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45832-1.2,NA,-0.4085992940924307,1.7849172221146579,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.1,NA,-0.4085992940924307,0.33211477548907914,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.2,NA,-0.4085992940924307,2.271895204926776,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.3,NA,-0.4085992940924307,4.348308362727301,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.4,NA,-0.4085992940924307,4.500617215382218,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.5,NA,-0.4085992940924307,0.4712746589605219,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45857-1.6,NA,-0.4085992940924307,0.11001887713025753,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45863-1.1,NA,-0.4085992940924307,0.7302960436095826,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-45863-1.2,NA,-0.4085992940924307,1.3184501437672775,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46077-1.2,NA,-0.4085992940924307,5.375126025951254,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46110-1.3,NA,-0.4085992940924307,0.10905897134119123,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46115-1.2,NA,-0.1636043452241029,4.827894021162554,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46115-1.3,NA,-0.4085992940924307,5.08583871451604,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46115-1.4,NA,-0.4085992940924307,3.671780647001815,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46144-1.1,NA,-0.4085992940924307,3.636126340521717,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46144-1.2,NA,-0.4085992940924307,5.258144566993232,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46181-1.1,NA,-0.4085992940924307,0.7629373404616693,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46187-1.1,NA,-0.4085992940924307,0.735911851446927,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46196-1.1,NA,-0.4085992940924307,0.3418511779553504,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4621-1.1,NA,-0.4085992940924307,4.497400131216825,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46210-1.1,NA,-0.4085992940924307,1.906241167488793,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46210-1.3,NA,-0.4085992940924307,2.835223946241596,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46213-1.1,NA,-0.4085992940924307,2.682159734488161,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46213-1.2,NA,-0.4085992940924307,2.7497194061114194,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46232-1.1,NA,-0.4085992940924307,2.5903358011070488,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46233-1.10,NA,-0.4085992940924307,3.8017483011012363,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46233-1.2,NA,-0.4085992940924307,3.9973651709470595,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46233-1.5,NA,-0.4085992940924307,1.5426609232099477,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46233-1.8,NA,-0.4085992940924307,3.218788495066047,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46233-1.9,NA,-0.4085992940924307,3.6351964819382636,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46240-1.3,NA,-0.4085992940924307,5.275098701233723,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46244-1.1,NA,-0.4085992940924307,0.5402372521585733,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46244-1.3,NA,-0.4085992940924307,5.15269811969477,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46278-1.1,NA,-0.4085992940924307,0.2709358419936375,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46288-1.1,NA,-0.4085992940924307,3.801707611345822,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46322-1.1,NA,-0.4085992940924307,3.157609821494765,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46322-1.2,NA,-0.4085992940924307,2.6666451829093276,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46325-1.1,NA,-0.4085992940924307,4.080969058973051,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46408-1.1,NA,-0.4085992940924307,3.5558104686260847,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46451-1.1,NA,-0.4085992940924307,4.0167379543882324,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46456-1.1,NA,-0.4085992940924307,3.2616126885789876,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46459-1.2,NA,-0.4085992940924307,0.647554304101073,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46483-1.1,NA,-0.4085992940924307,2.0583493888488595,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46483-1.3,NA,-0.4085992940924307,4.667899256353689,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46483-1.4,NA,-0.4085992940924307,2.9346578699105317,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46511-1.1,NA,-0.4085992940924307,1.711626021452948,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46545-1.1,NA,-0.4085992940924307,4.73029982316946,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46547-1.2,NA,-0.4085992940924307,2.7879717672883078,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46547-1.3,NA,-0.4085992940924307,0.5957791818900176,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46547-1.4,NA,-0.4085992940924307,6.371540068485871,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46547-1.8,NA,-0.4085992940924307,4.482319595727569,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46548-1.1,NA,-0.4085992940924307,4.77679355157074,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46551-1.1,NA,-0.4085992940924307,0.45646024680513764,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46551-1.2,NA,-0.4085992940924307,2.326925068421783,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46556-1.1,NA,-0.4085992940924307,0.44782088943640186,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46556-1.2,NA,-0.4085992940924307,4.696568498476568,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46556-1.4,NA,-0.4085992940924307,0.5952508000540433,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46556-1.5,NA,-0.4085992940924307,3.0291892750273295,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46584-1.2,NA,-0.4085992940924307,1.9651751818432728,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46584-1.3,NA,-0.4085992940924307,4.621351706255038,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46588-1.1,NA,-0.4085992940924307,2.231938789483509,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46594-1.2,NA,-0.4085992940924307,5.0375002880741455,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46594-1.4,NA,-0.4085992940924307,1.1645892876686095,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46594-1.6,NA,-0.4085992940924307,1.4225624527790133,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46604-1.3,NA,-0.4085992940924307,3.210421607459766,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46615-1.1,NA,-0.4085992940924307,6.636868199698641,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46615-1.2,NA,-0.4085992940924307,3.643188241649822,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46619-1.1,NA,-0.4085992940924307,4.098286214807474,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46648-1.1,NA,-0.4085992940924307,0.01008327200101062,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46658-1.2,NA,-0.4085992940924307,1.8736864500781478,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46660-1.6,NA,-0.4085992940924307,1.745686268471334,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46720-1.1,NA,-0.4085992940924307,3.4998951576700494,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46744-1.1,NA,-0.4085992940924307,11.337546011933071,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46745-1.1,NA,-0.4085992940924307,11.744411850256904,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46778-1.1,NA,-0.4085992940924307,1.6006936919215637,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46778-1.3,NA,-0.4085992940924307,1.3317307328595631,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46799-1.2,NA,-0.4085992940924307,0.05452692060540921,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46799-1.3,NA,-0.4085992940924307,0.2633372320497138,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46841-1.3,NA,-0.4085992940924307,2.973917210871192,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46841-1.4,NA,-0.4085992940924307,1.4666615499757754,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46841-1.5,NA,-0.4085992940924307,3.0387374797306324,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46844-1.1,NA,-0.4085992940924307,1.1187179835506362,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46844-1.4,NA,-0.4085992940924307,0.8504775320858564,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46844-1.5,NA,-0.4085992940924307,3.6557834409732126,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46844-1.6,NA,-0.4085992940924307,3.330333479144968,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46844-1.7,NA,-0.4085992940924307,0.28914430119931617,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-46961-1.1,NA,-0.4085992940924307,1.783149907620638,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47026-1.1,NA,-0.4085992940924307,1.36674489637235,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47026-1.3,NA,-0.4085992940924307,0.19705572320762826,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47053-1.1,NA,-0.4085992940924307,0.13847441838099422,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47053-1.6,NA,-0.4085992940924307,0.2588175239619205,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47053-1.8,NA,-0.4085992940924307,1.3796287076014477,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47211-1.1,NA,-0.4085992940924307,3.9611340283186016,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47248-1.1,NA,-0.4085992940924307,0.5193537466782688,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47334-1.1,NA,-0.4085992940924307,0.42382088198767276,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47334-1.6,NA,-0.4085992940924307,1.386061524029673,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47464-1.4,NA,-0.4085992940924307,2.2363530345060574,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47464-1.6,NA,-0.4085992940924307,2.858732558588983,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47488-1.1,NA,-0.4085992940924307,1.3036982619039568,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47578-1.2,NA,-0.4085992940924307,4.322917585596218,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47719-1.2,NA,-0.4085992940924307,1.2053808005267235,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47731-1.1,NA,-0.4085992940924307,6.477941953429301,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47738-1.1,NA,-0.4085992940924307,0.09436327047018532,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47738-1.2,NA,-0.4085992940924307,4.702502532753152,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-4775-1.1,NA,-0.4085992940924307,1.0584324023119054,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47779-1.2,NA,-0.4085992940924307,1.0105701065653043,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47779-1.3,NA,-0.4085992940924307,4.509283853046236,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47779-1.4,NA,-0.4085992940924307,3.680414397249038,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47779-1.8,NA,-0.4085992940924307,2.196627764702361,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47784-1.2,NA,-0.4085992940924307,3.2825035313687505,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47784-1.3,NA,-0.4085992940924307,0.08908479684045965,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47788-1.1,NA,-0.4085992940924307,3.4868633550894996,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47788-1.2,NA,-0.4085992940924307,0.3533887240369846,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47788-1.3,NA,-0.4085992940924307,4.539712403038124,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47793-1.1,NA,-0.4085992940924307,5.872511447511696,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47793-1.2,NA,-0.4085992940924307,3.5694740566712353,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47793-1.3,NA,-0.4085992940924307,4.094853312830397,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47793-1.4,NA,-0.4085992940924307,4.326979790902722,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47799-1.1,NA,-0.4085992940924307,4.1190978054050635,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47809-1.1,NA,-0.4085992940924307,0.05746724423842798,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47814-1.1,NA,-0.4085992940924307,2.8197671877621016,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47830-1.1,NA,-0.4085992940924307,0.8329221649218806,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47894-1.2,NA,-0.4085992940924307,3.901975406535757,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47894-1.8,NA,-0.4085992940924307,3.301631694095528,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47896-1.2,NA,-0.4085992940924307,1.9577371902454506,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47904-1.1,NA,-0.4085992940924307,5.021215682054565,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47904-1.2,NA,-0.4085992940924307,4.111280594828494,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47914-1.1,NA,-0.4085992940924307,5.478311551225946,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47925-1.1,NA,-0.4085992940924307,3.478624789506737,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47925-1.2,NA,-0.4085992940924307,0.6628146500892768,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47940-1.1,NA,-0.4085992940924307,0.9609989989338811,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47940-1.2,NA,-0.4085992940924307,2.0408642592293864,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-47980-1.1,NA,-0.4085992940924307,3.566131135740577,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48018-1.1,NA,-0.4085992940924307,0.7383985464774883,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48046-1.1,NA,-0.4085992940924307,12.669727900042945,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48046-1.2,NA,-0.4085992940924307,1.3779296332942066,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48046-1.3,NA,-0.4085992940924307,3.2302396570887755,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48046-1.7,NA,-0.4085992940924307,0.9479994841169026,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48167-1.1,NA,-0.4085992940924307,4.660139043314513,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48172-1.2,NA,-0.4085992940924307,0.22193460073216983,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48178-1.1,NA,-0.4085992940924307,2.1845193053289362,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48178-1.2,NA,-0.4085992940924307,3.960371247228929,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48196-1.1,NA,-0.4085992940924307,4.185902351125235,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48199-1.2,NA,-0.4085992940924307,0.08176680089448932,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48199-1.4,NA,-0.4085992940924307,0.15158484621421622,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48263-1.1,NA,-0.4085992940924307,4.807322655817675,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48267-1.1,NA,-0.4085992940924307,1.482563393422117,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48287-1.2,NA,-0.4085992940924307,5.419735965676605,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48287-1.3,NA,-0.4085992940924307,2.3576055868119776,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48287-1.4,NA,-0.4085992940924307,0.10670334838004918,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48287-1.5,NA,-0.4085992940924307,1.9555183892327892,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48310-1.2,NA,-0.4085992940924307,2.146235072444635,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48320-1.4,NA,-0.4085992940924307,1.3713497469009917,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48320-1.5,NA,-0.4085992940924307,0.5432170436829039,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48330-1.4,NA,-0.4085992940924307,3.5670214940131273,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48330-1.5,NA,-0.4085992940924307,0.26830413350286014,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48338-1.1,NA,-0.4085992940924307,4.1076522779879845,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48339-1.1,NA,-0.4085992940924307,9.1577437790532,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48361-1.1,NA,-0.4085992940924307,0.043041679411331385,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48378-1.2,NA,-0.4085992940924307,5.384292673919963,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48378-1.4,NA,-0.4085992940924307,4.68462355112074,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48378-1.5,NA,-0.4085992940924307,2.0259339066386652,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48397-1.1,NA,-0.4085992940924307,0.3350490131891745,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48397-1.5,NA,-0.4085992940924307,1.4003853197669145,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48433-1.1,NA,-0.4085992940924307,2.5839262511408414,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48444-1.1,NA,-0.4085992940924307,0.5368577257105067,NA,NA,sometimes
Amblyomma-americanum_evm.model.contig-48444-1.2,NA,-0.4085992940924307,0.22720448807809132,NA,NA,sometimes
